,start_time,end_time,p_values
2049,1240936451.501956,1240936458.954101,1.0
2050,1240978979.21875,1240978986.616211,1.0
2051,1240979254.059567,1240979261.745117,1.0
2052,1240994067.724615,1240994078.210937,1.0
2053,1240964035.1965322,1240964043.232422,1.0
2054,1240916280.354368,1240916287.827026,1.0
2055,1240985396.515386,1240985404.076172,1.0
2056,1240985809.213867,1240985816.816406,1.0
2057,1240961730.3906229,1240961739.353515,1.0
2058,1240961793.7675822,1240961801.154297,1e-06
2059,1240922165.701051,1240922174.590576,1.0
2060,1240956849.9877958,1240956858.061523,1.0
2061,1240914854.0351522,1240914861.472412,1.0
2062,1240915002.446782,1240915012.031738,1.0
2063,1240915347.113285,1240915355.21875,1.0
2064,1240940143.389836,1240940150.567382,1.0
2065,1240962654.368167,1240962661.392578,1.0
2066,1240938928.538089,1240938935.608398,1.0
2067,1240932466.07324,1240932473.495117,1.0
2068,1240941192.7373002,1240941199.746582,1.0
2069,1240986347.400387,1240986354.576172,1.0
2070,1240904988.894043,1240904996.664062,1.0
2071,1240905130.465822,1240905139.416015,1.0
2072,1240905752.9912062,1240905761.613769,1.0
2073,1240975887.5703158,1240975894.803955,1.0
2074,1240904212.518557,1240904220.196289,1.0
2075,1240904342.509762,1240904354.354004,6.6e-05
2076,1240904483.084722,1240904490.82666,1.0
2077,1240926468.572262,1240926476.16748,1.0
2078,1240997326.8124971,1240997334.749267,1.0
2079,1240991203.710942,1240991211.213989,1.0
2080,1240943736.212894,1240943746.421875,1.0
2081,1240943772.402837,1240943779.597656,1.0
2082,1241027932.410156,1241027939.480468,1.0
2083,1241059255.699219,1241059263.234375,1.0
2084,1241061584.09961,1241061592.25,1e-06
2085,1241031382.3125021,1241031390.002685,1.0
2086,1241031471.144044,1241031480.670898,1.0
2087,1241078850.54297,1241078858.344726,1.0
2088,1241080217.938968,1241080226.579101,1.0
2089,1241086573.735351,1241086585.125,1e-06
2090,1241012409.6328099,1241012417.283203,0.0
2091,1241010777.2841828,1241010784.666992,0.0
2092,1241010904.203125,1241010915.52832,0.0
2093,1241011001.426875,1241011010.015625,0.0
2094,1241012657.369142,1241012665.243164,0.0
2095,1241000914.412477,1241000921.615722,1.0
2096,1241022485.566161,1241022493.739257,1.0
2097,1241092467.362794,1241092474.511718,1.0
2098,1241025245.8691409,1241025255.040039,1.0
2099,1241071562.937505,1241071571.054443,1.0
2100,1241087595.7753952,1241087602.92749,0.109457
2101,1241087267.6362338,1241087276.460937,1.0
2102,1241015125.724612,1241015132.810058,1.0
2103,1241015144.160153,1241015151.417968,1.0
2104,1241011774.731443,1241011781.789428,0.0
2105,1241077115.583011,1241077123.674804,1.0
2106,1241095173.847653,1241095185.319336,1e-06
2107,1241063113.3354461,1241063122.666015,1.0
2108,1241063271.161136,1241063278.958984,1.0
2109,1241004352.824707,1241004360.856933,0.089681
2110,1241052931.785153,1241052939.169677,1.0
2111,1241055585.253906,1241055593.395507,1.0
2112,1241055688.42236,1241055695.773437,1.0
2113,1241096588.915042,1241096596.576904,1.0
2114,1241080880.2133799,1241080888.03125,1.0
2115,1241081234.304201,1241081243.118164,1.0
2116,1241009018.0668979,1241009025.361328,0.0
2117,1241014784.456547,1241014792.137695,1.0
2118,1241014843.6835961,1241014851.753662,1.0
2119,1241054810.6477048,1241054819.595703,1.0
2120,1241054904.272706,1241054911.818115,1.0
2121,1241077942.754399,1241077950.186767,1.0
2122,1241078192.8920941,1241078201.362304,1.0
2123,1241064229.77734,1241064236.970703,1.0
2124,1241029029.756835,1241029037.614257,1.0
2125,1241095317.767575,1241095326.566894,0.015604
2126,1241070043.5664032,1241070050.746582,0.001338
2127,1241070132.487791,1241070139.49707,1.0
2128,1241046255.792969,1241046263.5,1e-06
2129,1241099420.013675,1241099428.412109,1.0
2130,1241100017.298826,1241100024.928711,2.2e-05
2131,1241079853.6713822,1241079862.038086,0.995601
2132,1241079951.111574,1241079959.012207,1.0
2133,1241090012.715822,1241090020.447021,1.0
2134,1241090090.527349,1241090098.744934,1.0
2135,1241083183.8237338,1241083191.187988,1.0
2136,1241059992.3125,1241059999.54248,1.0
2137,1241060104.388668,1241060112.973144,1.0
2138,1241049170.776364,1241049179.101562,1.0
2139,1241049684.134762,1241049692.937011,1.0
2140,1241064848.0373518,1241064856.803711,1.0
2141,1241064927.498043,1241064937.466308,1.0
2142,1241022075.298216,1241022084.028564,1.0
2143,1241046389.534176,1241046398.125,1.0
2144,1241055834.28223,1241055842.083007,1.0
2145,1241010266.845702,1241010274.062011,0.0
2146,1241099182.444211,1241099189.796875,1.9e-05
2147,1241099290.420902,1241099298.40039,1.0
2148,1241002901.27808,1241002908.339843,1.0
2149,1241003194.54785,1241003204.363281,1.0
2150,1241065698.04144,1241065705.068359,1.0
2151,1241088757.125,1241088765.112304,1.0
2152,1241078779.777342,1241078786.847168,0.000628
2153,1241021061.609376,1241021070.872802,1.0
2154,1241021204.304688,1241021212.010254,1.0
2155,1241063464.2793,1241063471.293945,1.0
2156,1241031109.632325,1241031118.142578,1.0
2157,1241049811.51855,1241049820.787109,1.0
2158,1241004598.0395522,1241004606.46582,1.0
2159,1241013192.2499988,1241013200.272216,0.0
2160,1241047802.2099571,1241047810.037841,1.0
2161,1241047925.486325,1241047932.562011,1.0
2162,1241048178.53516,1241048189.96582,1e-06
2163,1241045672.74792,1241045680.410522,0.141957
2164,1241050379.5263648,1241050387.929687,1.0
2165,1241000523.134769,1241000531.328125,1.0
2166,1241076333.851559,1241076341.67041,1.0
2167,1241027276.7851539,1241027284.042724,1.0
2168,1241033183.28027,1241033190.968261,1.0
2169,1241033243.578125,1241033251.859375,1.0
2170,1241009653.753536,1241009660.974609,0.0
2171,1241009701.4169948,1241009709.841797,0.0
2172,1241009776.205081,1241009783.635986,0.0
2173,1241009870.685178,1241009878.0625,0.0
2174,1241063326.045412,1241063334.109619,1.0
2175,1241023560.456051,1241023567.46875,1.0
2176,1241033682.516598,1241033690.551269,1.0
2177,1241047108.775636,1241047121.353515,1.0
2178,1241028886.856444,1241028894.425781,1.0
2179,1241067383.171878,1241067392.155761,1.0
2180,1241067720.3823268,1241067729.289062,1.0
2181,1241048423.403317,1241048430.554687,1.0
2182,1241050617.150389,1241050625.512207,1.0
2183,1241094190.060543,1241094202.773437,1e-06
2184,1241046767.318357,1241046775.669311,1.0
2185,1241057452.7675738,1241057462.614013,1.0
2186,1241084093.892578,1241084102.090942,1.0
2187,1241084130.761534,1241084138.222656,1.0
2188,1241084145.640625,1241084153.320312,0.082335
2189,1241084308.597288,1241084316.37622,0.836245
2190,1241058667.10938,1241058674.582031,1.0
2191,1241085307.529294,1241085314.574218,0.577261
2192,1241085453.7221708,1241085461.952636,1.0
2193,1241002119.9516602,1241002129.946289,0.009702
2194,1241016089.6879902,1241016096.689453,1.0
2195,1241016157.191408,1241016165.577148,1.0
2196,1241032727.876466,1241032736.75,1.0
2197,1241011997.054684,1241012006.554687,0.0
2198,1241008930.1635768,1241008937.191406,0.0
2199,1241020496.217404,1241020503.357177,1.0
2200,1241067015.2908921,1241067022.529297,1.0
2201,1241051989.81152,1241051997.659423,1.0
2202,1241010332.199219,1241010344.638183,0.0
2203,1241010527.6875,1241010534.881836,0.0
2204,1241010537.38428,1241010545.288452,0.0
2205,1241010616.410153,1241010624.929687,0.0
2206,1241095855.245243,1241095863.266601,1.0
2207,1241096318.1074219,1241096325.386718,1.0
2208,1241096515.176761,1241096523.740722,1.0
2209,1241029342.162596,1241029351.11914,1.0
2210,1241102986.8071299,1241102994.133789,0.105639
2211,1241158337.841793,1241158346.738281,0.00034
2212,1241111351.6445339,1241111361.257812,1.0
2213,1241111231.25098,1241111241.139404,1.0
2214,1241119399.612301,1241119406.80542,1.0
2215,1241119429.5195339,1241119438.476562,1.0
2216,1241154296.0068378,1241154304.501098,1.0
2217,1241148023.80859,1241148032.615234,1.0
2218,1241148370.985348,1241148378.052734,1.0
2219,1241172812.557615,1241172820.10498,1.0
2220,1241171249.412106,1241171256.794677,1.0
2221,1241171310.2392578,1241171317.360595,1.0
2222,1241115074.269528,1241115083.302734,0.999944
2223,1241145283.343753,1241145290.738159,1.0
2224,1241161471.8830621,1241161479.111328,1.0
2225,1241122813.624513,1241122820.8125,1.0
2226,1241122863.2710562,1241122870.899414,0.002276
2227,1241155014.37695,1241155021.543457,1.0
2228,1241170740.42188,1241170750.259765,1.0
2229,1241171918.875003,1241171926.863281,1.0
2230,1241172076.9130821,1241172084.439453,0.085262
2231,1241144648.563473,1241144655.746093,1.0
2232,1241109305.210699,1241109312.318359,1.0
2233,1241164123.799805,1241164133.09375,1.0
2234,1241169190.080687,1241169197.75,1e-06
2235,1241110173.34375,1241110181.035156,0.998936
2236,1241103248.32691,1241103257.378906,1.0
2237,1241103317.957272,1241103325.140625,0.033681
2238,1241162345.3124971,1241162353.592773,1.0
2239,1241138927.842779,1241138936.384765,1.0
2240,1241157780.488278,1241157788.465149,1.0
2241,1241165231.07227,1241165239.867187,1e-06
2242,1241122525.401617,1241122533.875,1.0
2243,1241100452.014652,1241100459.631836,1.0
2244,1241164214.4892578,1241164221.796875,1.0
2245,1241164472.180661,1241164479.551757,1.0
2246,1241156748.054691,1241156756.95166,1.0
2247,1241157418.628903,1241157426.55664,1.0
2248,1241167806.6040032,1241167817.746582,1.0
2249,1241121522.009771,1241121529.404297,1e-06
2250,1241121560.9492218,1241121569.031738,1.0
2251,1241121897.327639,1241121904.422851,1.0
2252,1241159061.0097659,1241159068.902832,1.0
2253,1241159268.000005,1241159275.9104,1.0
2254,1241159371.31152,1241159380.4375,1.0
2255,1241159485.738285,1241159493.036132,1.0
2256,1241126367.7915049,1241126375.350586,1.0
2257,1241104345.9375,1241104354.312988,1.0
2258,1241119992.93359,1241120002.448242,1.0
2259,1241120025.3749971,1241120034.048828,1.0
2260,1241100696.962407,1241100704.043945,1.0
2261,1241133491.115231,1241133499.633056,1e-06
2262,1241161007.1970172,1241161015.536865,0.870389
2263,1241161015.537115,1241161023.345703,1.0
2264,1241161091.75098,1241161098.816162,0.999986
2265,1241161953.223146,1241161960.627441,1.0
2266,1241106773.630372,1241106784.690185,1.0
2267,1241107492.25,1241107500.390625,1e-06
2268,1241116580.966368,1241116588.097656,1.0
2269,1241172515.542969,1241172523.359619,1.0
2270,1241101134.468753,1241101141.810669,1.0
2271,1241142644.910402,1241142654.177734,1.0
2272,1241142714.32129,1241142722.504882,1e-06
2273,1241127718.595702,1241127726.170898,1.0
2274,1241132328.591797,1241132335.727539,1.0
2275,1241132409.0048811,1241132416.958984,1e-06
2276,1241107615.5644538,1241107622.873047,0.999982
2277,1241135298.0029328,1241135306.601562,1.0
2278,1241152801.875974,1241152810.291015,1.0
2279,1241105214.908567,1241105223.009277,1.0
2280,1241110266.0517612,1241110273.353637,1e-06
2281,1241110325.499144,1241110337.640625,1.0
2282,1241110398.7216828,1241110406.496338,1.0
2283,1241110873.9477491,1241110881.615722,1.0
2284,1241136564.9687529,1241136572.492187,1.0
2285,1241160750.414066,1241160758.566406,1.0
2286,1241155344.328615,1241155352.270019,1.0
2287,1241155444.481569,1241155452.164062,1.0
2288,1241155709.4082038,1241155718.651367,0.999513
2289,1241166311.3045611,1241166318.693359,1.0
2290,1241166562.5432081,1241166571.676757,1.0
2291,1241149313.874269,1241149323.299926,1.0
2292,1241149339.362305,1241149349.115234,1.0
2293,1241150319.8818388,1241150331.985351,1.0
2294,1241150476.524419,1241150484.763183,1.0
2295,1241118121.274904,1241118129.227539,1e-06
2296,1241118408.837893,1241118416.239502,1.0
2297,1241138460.858395,1241138468.817505,1.0
2298,1241153091.6279328,1241153098.773437,1.0
2299,1241153191.988774,1241153199.614257,0.99864
2300,1241137492.6508741,1241137500.8125,1.0
2301,1241137530.5146499,1241137537.905639,1.0
2302,1241148732.4374971,1241148739.902343,1.0
2303,1241149044.477047,1241149051.636718,1.0
2304,1241139360.6054718,1241139368.142089,1.0
2305,1241141953.62891,1241141962.662841,1.0
2306,1241166991.703125,1241166998.71582,1.0
2307,1241154063.16406,1241154072.007812,1.0
2308,1241128545.609864,1241128553.695312,1.0
2309,1241105386.093753,1241105393.777343,1.0
2310,1241129841.2597709,1241129851.066162,1.0
2311,1241130273.197265,1241130280.949463,1e-06
2312,1241129352.6257281,1241129362.47705,1.0
2313,1241125090.17188,1241125098.643554,1.0
2314,1241112970.275392,1241112978.887695,1.0
2315,1241140828.4482448,1241140836.663086,1.0
2316,1241113436.6562529,1241113444.326904,1.0
2317,1241125681.846195,1241125689.09375,1.0
2318,1241127968.802737,1241127976.269531,1.0
2319,1241108105.5688488,1241108113.256836,1.0
2320,1241133836.5293,1241133843.608886,1.0
2321,1241133972.492185,1241133980.689209,1.0
2322,1241129012.9296908,1241129020.972412,1.0
2323,1241168599.021487,1241168607.46289,1.0
2324,1241168668.078126,1241168677.47998,1e-06
2325,1241115944.371583,1241115953.755127,1.0
2326,1241127384.382817,1241127391.721435,1.0
2327,1241240312.021484,1241240321.846679,1.0
2328,1241208037.15967,1241208044.8125,1e-06
2329,1241212927.746587,1241212934.894531,1.0
2330,1241254551.880856,1241254561.192382,1.0
2331,1241297526.414059,1241297533.673828,1.0
2332,1241298112.641605,1241298120.738769,1.0
2333,1241227774.8872101,1241227782.754882,1.0
2334,1241273282.85156,1241273291.838867,0.0
2335,1241249549.280272,1241249556.695556,1.0
2336,1241261644.195309,1241261651.37207,1.0
2337,1241261716.511718,1241261723.912109,1.0
2338,1241274116.625,1241274126.127929,0.0
2339,1241211027.647458,1241211036.26123,1.0
2340,1241267262.0,1241267269.40332,1.0
2341,1241267299.75,1241267308.353027,1.0
2342,1241267328.4179702,1241267336.342773,0.982473
2343,1241209761.4335968,1241209769.432617,1.0
2344,1241261006.301761,1241261013.790039,1.0
2345,1241261266.18311,1241261274.375,1e-06
2346,1241249983.06445,1241249990.620361,1.0
2347,1241230398.580081,1241230406.040283,1.0
2348,1241230508.130857,1241230519.644531,1.0
2349,1241298973.9013672,1241298981.328125,1.0
2350,1241231992.905276,1241232003.0,1.0
2351,1241294847.806644,1241294855.037109,0.0
2352,1241240659.633792,1241240666.770507,1.0
2353,1241240758.7343738,1241240766.15625,1.0
2354,1241207499.162106,1241207507.892089,1.0
2355,1241207680.907718,1241207688.002441,1.0
2356,1241207708.934567,1241207717.780273,1.0
2357,1241210362.164059,1241210369.230468,1.0
2358,1241210880.047848,1241210887.884643,1.0
2359,1241226707.451168,1241226715.894531,1.0
2360,1241226931.446776,1241226941.008056,1e-06
2361,1241264341.017579,1241264349.239257,1.7e-05
2362,1241266785.623045,1241266793.708984,1.0
2363,1241266846.90015,1241266854.002929,1.0
2364,1241229968.5407689,1241229976.73706,1.0
2365,1241230058.336545,1241230065.843505,1.0
2366,1241272076.236331,1241272084.086914,1e-06
2367,1241299723.636714,1241299731.6875,1.0
2368,1241232648.3750021,1241232655.694336,1.0
2369,1241208684.34131,1241208691.496093,1.0
2370,1241263601.406738,1241263608.722656,1.0
2371,1241254795.122067,1241254803.792968,1.0
2372,1241257416.825191,1241257427.016601,1.0
2373,1241275220.914059,1241275231.276367,0.0
2374,1241275245.514034,1241275254.46875,0.0
2375,1241275272.953619,1241275281.114257,0.0
2376,1241267885.347169,1241267893.055664,1.0
2377,1241227600.811528,1241227608.913086,1.0
2378,1241259174.718266,1241259183.714843,1.0
2379,1241259460.592527,1241259467.957031,1.0
2380,1241250363.43945,1241250371.472656,1.0
2381,1241250441.99048,1241250450.611084,1.0
2382,1241270505.6499,1241270512.66748,1.0
2383,1241231048.9082038,1241231056.259765,1.0
2384,1241231112.051999,1241231121.890136,1.0
2385,1241241383.126714,1241241390.603515,1.0
2386,1241241544.0523689,1241241551.211425,1.0
2387,1241205693.691898,1241205701.595703,1.0
2388,1241242943.837407,1241242950.99707,1.0
2389,1241243001.3310502,1241243008.385986,1.0
2390,1241255253.701417,1241255260.891113,1.0
2391,1241238641.52051,1241238649.5,1.0
2392,1241238750.87305,1241238761.621093,1.0
2393,1241239071.902349,1241239080.649414,1.0
2394,1241271445.706051,1241271452.923339,0.579863
2395,1241263896.4013689,1241263904.082031,1.0
2396,1241238168.072262,1241238175.257812,1.0
2397,1241297267.702638,1241297274.959961,1.0
2398,1241258416.949215,1241258425.140625,1.0
2399,1241210302.678956,1241210311.75,1.0
2400,1241206573.4306679,1241206581.190429,1.0
2401,1241206707.5175781,1241206715.644531,1.0
2402,1241206899.7939491,1241206907.890625,1.0
2403,1241273924.3706012,1241273931.551513,0.0
2404,1241209419.915403,1241209427.458984,1.0
2405,1241296754.8212888,1241296762.140625,1.0
2406,1241296820.6875,1241296830.274414,6.2e-05
2407,1241247027.523683,1241247036.154297,1.0
2408,1241247228.41797,1241247235.467773,1.0
2409,1241247754.2578158,1241247762.346679,1.0
2410,1241226979.2863722,1241226986.546142,1.0
2411,1241227077.252926,1241227088.571289,1.0
2412,1241204756.733396,1241204764.367187,0.0
2413,1241204840.087888,1241204847.209472,0.956396
2414,1241205213.110593,1241205221.24414,1.0
2415,1241245675.139652,1241245682.292968,1.0
2416,1241232356.5234408,1241232363.922851,1.0
2417,1241239812.0273468,1241239819.476562,1.0
2418,1241239500.0937471,1241239507.530273,1.0
2419,1241269149.2631838,1241269156.967773,1.0
2420,1241269171.18103,1241269182.367187,1.0
2421,1241243504.4531221,1241243511.626953,1.0
2422,1241243693.271,1241243700.453125,1.0
2423,1241242794.457639,1241242801.739135,1.0
2424,1241265690.2924838,1241265697.488281,1.0
2425,1241207144.6406221,1241207153.533935,1.0
2426,1241213217.2343721,1241213226.505859,1.0
2427,1241265094.2656221,1241265102.066406,1.0
2428,1241265206.3107872,1241265213.624023,1.0
2429,1241265279.795899,1241265287.897949,1.0
2430,1241298355.96777,1241298363.532226,1e-06
2431,1241228325.796382,1241228333.625122,1.0
2432,1241228664.204595,1241228673.467285,1.0
2433,1241228753.3862278,1241228761.392578,1.0
2434,1241229266.047857,1241229278.730957,1.0
2435,1241245169.2998002,1241245181.616699,1.0
2436,1241238324.036138,1241238331.942871,0.979176
2437,1241249367.801269,1241249375.226562,1.0
2438,1241253213.555659,1241253220.591308,1.0
2439,1241253485.0180688,1241253492.205444,1.0
2440,1241253577.8359349,1241253585.204101,1.0
2441,1241253928.221437,1241253935.862793,1.0
2442,1241296062.6102269,1241296070.25,1.0
2443,1241250639.132813,1241250646.600586,1.0
2444,1241250688.677736,1241250696.179687,1.0
2445,1241226396.239254,1241226404.018066,0.0
2446,1241226467.235355,1241226474.833252,1.0
2447,1241312722.978512,1241312730.026367,1.0
2448,1241313079.672848,1241313087.823242,1.0
2449,1241313173.34473,1241313180.458618,1.0
2450,1241351753.584964,1241351761.777588,1.0
2451,1241351932.783206,1241351940.539062,1.0
2452,1241324932.708004,1241324939.761718,1.0
2453,1241332622.4321299,1241332629.910156,1e-06
2454,1241306880.239263,1241306887.53479,1.0
2455,1241347505.4277349,1241347513.407226,1.0
2456,1241335091.091308,1241335099.373047,1.0
2457,1241328250.0761771,1241328259.078979,1.0
2458,1241321128.111578,1241321136.12207,1.0
2459,1241321204.367187,1241321214.924316,1e-06
2460,1241321235.3527808,1241321248.158203,1e-06
2461,1241394532.4179661,1241394540.630127,1.0
2462,1241394593.2644029,1241394601.822265,1.0
2463,1241394717.554691,1241394725.988281,1.0
2464,1241347867.630857,1241347875.365234,1.0
2465,1241395833.508785,1241395842.256836,1.0
2466,1241396083.873537,1241396091.90625,1.0
2467,1241332250.185545,1241332259.674804,1.0
2468,1241332375.727904,1241332383.656738,1.0
2469,1241323537.384649,1241323544.613281,1.0
2470,1241323813.0986369,1241323822.001953,1.0
2471,1241301787.485355,1241301795.201904,1.0
2472,1241301938.686524,1241301946.794433,1.0
2473,1241324021.720707,1241324029.100097,1.0
2474,1241325275.602056,1241325283.379394,0.99998
2475,1241325413.655271,1241325421.254882,1.0
2476,1241344900.568851,1241344907.967529,1.0
2477,1241316641.196292,1241316648.315307,1.0
2478,1241316799.927859,1241316809.421386,1.0
2479,1241314504.217777,1241314511.310547,1.0
2480,1241314561.081539,1241314569.051757,1.0
2481,1241317979.208004,1241317986.307373,0.975998
2482,1241303087.458004,1241303095.75,1.0
2483,1241397208.6948218,1241397216.76123,1.0
2484,1241397339.3063939,1241397346.42041,0.077427
2485,1241397402.541017,1241397410.445556,1.0
2486,1241397663.1162138,1241397671.097656,1.0
2487,1241345066.779297,1241345073.925781,1.0
2488,1241400036.5202591,1241400043.796386,1.0
2489,1241396199.623048,1241396207.562255,1.0
2490,1241336489.583497,1241336497.351562,1.0
2491,1241336537.594731,1241336544.847656,1.0
2492,1241305222.791993,1241305229.924316,1.0
2493,1241398179.042603,1241398186.338867,1.0
2494,1241304736.5172088,1241304744.120117,1.0
2495,1241304997.847661,1241305005.770507,1.0
2496,1241337190.344728,1241337197.46875,1.0
2497,1241337419.468745,1241337429.590088,1.0
2498,1241309299.9013698,1241309307.290039,1.0
2499,1241331384.877439,1241331392.590088,0.999987
2500,1241331719.9580061,1241331727.052002,1.0
2501,1241331735.254636,1241331742.624511,1.0
2502,1241307853.282964,1241307861.49414,1.0
2503,1241348698.023435,1241348705.998047,1.0
2504,1241311474.64941,1241311482.765136,1.0
2505,1241398449.241212,1241398457.966552,1.0
2506,1241398653.9191852,1241398660.965332,1.0
2507,1241305942.925783,1241305950.042968,1.0
2508,1241346709.3105521,1241346718.195312,1.0
2509,1241349960.325192,1241349970.144531,1.0
2510,1241330681.4482448,1241330691.430175,1.0
2511,1241330116.3037138,1241330123.546875,1.0
2512,1241359115.570309,1241359125.050293,1.0
2513,1241359194.4238322,1241359202.171875,1.0
2514,1241359373.781004,1241359384.132812,1.0
2515,1241313581.9226031,1241313591.252929,0.439744
2516,1241313780.801761,1241313788.068359,0.496438
2517,1241396697.396483,1241396705.40332,1.0
2518,1241332898.590823,1241332905.810302,1.0
2519,1241336981.0781212,1241336989.129638,1.0
2520,1241338337.4374971,1241338344.800781,1.0
2521,1241349316.812503,1241349324.728271,1.0
2522,1241349468.269535,1241349476.133789,1.0
2523,1241358387.875,1241358396.733886,0.107994
2524,1241322284.608403,1241322294.750976,1.0
2525,1241326480.036129,1241326488.132812,0.1044
2526,1241326551.8774369,1241326563.080078,1.0
2527,1241326795.428472,1241326804.4375,1.0
2528,1241326837.44336,1241326845.270507,1.0
2529,1241399473.8125,1241399481.623047,1.0
2530,1241399729.525877,1241399737.295898,1.0
2531,1241393382.273683,1241393390.26416,1.0
2532,1241393524.693851,1241393531.866211,1.0
2533,1241351163.3901339,1241351170.694336,0.999972
2534,1241320417.5244179,1241320425.036132,1.0
2535,1241307003.518554,1241307011.28479,1.0
2536,1241307129.428716,1241307137.175781,1.0
2537,1241307213.156738,1241307220.409179,1.0
2538,1241317602.382809,1241317610.128906,0.031561
2539,1241309470.0273428,1241309477.038086,1.0
2540,1241309785.12012,1241309792.179199,1e-06
2541,1241333796.529293,1241333807.03125,1.0
2542,1241333899.44141,1241333907.411132,1.0
2543,1241333925.9506881,1241333933.827148,1.0
2544,1241345447.592777,1241345455.664062,1.0
2545,1241307746.726566,1241307754.699218,1.0
2546,1241320978.4804711,1241320986.089843,1.0
2547,1241392552.7050788,1241392562.259765,0.0
2548,1241322126.62305,1241322135.17102,1.0
2549,1241313939.324338,1241313946.916198,1.0
2550,1241313989.8298311,1241313997.696289,1.0
2551,1241341302.3076198,1241341309.606445,1.0
2552,1241341345.525394,1241341354.766357,0.88961
2553,1241341542.8857439,1241341551.47998,1.0
2554,1241304124.003421,1241304131.728271,1.0
2555,1241317216.2417018,1241317227.467773,1.0
2556,1241317283.352542,1241317291.820068,1.0
2557,1241397933.503908,1241397941.166992,0.002049
2558,1241303440.428464,1241303447.698242,1.0
2559,1241303616.832028,1241303625.51123,1.0
2560,1241303784.1093729,1241303793.191406,1.0
2561,1241335689.375003,1241335696.449707,1.0
2562,1241393822.9287071,1241393829.958984,1.0
2563,1241302677.5737338,1241302684.904297,1.0
2564,1241302986.953609,1241302994.84375,0.59562
2565,1241344052.13916,1241344059.355468,1.0
2566,1241306630.735348,1241306638.995605,1.0
2567,1241306660.4335952,1241306669.315429,1.0
2568,1241310930.680667,1241310938.138427,1.0
2569,1241302288.4062521,1241302296.407226,1.0
2570,1241302389.916989,1241302397.069824,1.0
2571,1241312231.450689,1241312240.263672,1.0
2572,1241312276.524417,1241312283.665039,1.0
2573,1241318209.966672,1241318217.625,1.0
2574,1241318265.4296908,1241318272.503662,1.0
2575,1241315913.256346,1241315921.413086,1.0
2576,1241316011.728512,1241316020.470703,1.0
2577,1241347202.294923,1241347209.521484,1.0
2578,1241340273.473629,1241340280.979736,1.0
2579,1241340431.1782222,1241340439.035888,1.0
2580,1241342133.614261,1241342141.546875,1.0
2581,1241308310.2114289,1241308317.847656,1.0
2582,1241308398.4617898,1241308407.34082,1.0
2583,1241308644.544918,1241308654.252929,1.0
2584,1241318622.065917,1241318629.243164,1.0
2585,1241318851.733402,1241318859.886718,1.0
2586,1241395002.039059,1241395013.267578,1.0
2587,1241358144.250492,1241358153.421875,0.999993
2588,1241310382.28125,1241310390.437072,1.0
2589,1241310461.650387,1241310469.4375,1.0
2590,1241422086.7685578,1241422094.81958,1.0
2591,1241478871.305661,1241478882.807617,0.001584
2592,1241499903.011718,1241499911.329101,1.0
2593,1241440277.404663,1241440284.517578,1.0
2594,1241432256.915037,1241432264.359375,1.0
2595,1241438860.0673869,1241438869.227539,1.0
2596,1241428425.7778358,1241428436.118164,1.0
2597,1241492462.224122,1241492469.764648,1.0
2598,1241436056.2658699,1241436063.461181,1.0
2599,1241412656.642578,1241412665.345703,1.0
2600,1241451810.514157,1241451818.054687,1.0
2601,1241443595.989257,1241443603.727539,1.0
2602,1241401938.887212,1241401947.68457,1.0
2603,1241461069.75,1241461078.738281,1e-06
2604,1241435278.178714,1241435285.33789,1.0
2605,1241427867.630858,1241427874.910156,1.0
2606,1241450702.9599638,1241450710.214843,1.0
2607,1241406834.039066,1241406842.53125,1e-06
2608,1241420809.085934,1241420816.096679,1.0
2609,1241404226.0156221,1241404233.479492,1.0
2610,1241465463.208983,1241465470.785156,1.0
2611,1241460691.004879,1241460698.638916,1.0
2612,1241461007.741206,1241461015.410522,1.0
2613,1241498431.521487,1241498439.960937,0.0
2614,1241498532.3181112,1241498539.430664,0.0
2615,1241498641.506346,1241498648.925293,0.026033
2616,1241498977.492677,1241498984.842773,1.0
2617,1241499072.560061,1241499080.232422,1.0
2618,1241418887.016602,1241418894.109375,1.0
2619,1241478588.464841,1241478597.107422,1.0
2620,1241414181.658689,1241414188.804687,1.0
2621,1241442170.438477,1241442181.263549,0.829316
2622,1241403623.337887,1241403630.452148,1.0
2623,1241429130.004879,1241429137.896484,1.0
2624,1241429286.923831,1241429294.140625,0.99804
2625,1241410826.9267561,1241410834.078125,1.0
2626,1241411173.0,1241411180.357422,1e-06
2627,1241418708.4401872,1241418715.930664,1.0
2628,1241470776.9443388,1241470784.065429,1.0
2629,1241442533.7099578,1241442543.460937,1.0
2630,1241452505.859375,1241452513.697021,1.0
2631,1241452663.888183,1241452672.300781,1.0
2632,1241449282.355039,1241449290.0,1e-06
2633,1241467915.448239,1241467922.677734,1.0
2634,1241413692.367673,1241413700.652343,1.0
2635,1241465863.002927,1241465875.055664,1.0
2636,1241425289.6943321,1241425299.811767,1.0
2637,1241425632.996098,1241425640.432495,1.0
2638,1241407579.068362,1241407586.673828,1.0
2639,1241497732.6679718,1241497741.209961,0.0
2640,1241497751.25,1241497758.288086,0.0
2641,1241497953.165036,1241497962.648193,0.0
2642,1241497970.220701,1241497979.664917,0.0
2643,1241440477.233398,1241440484.419922,0.005253
2644,1241430619.724609,1241430626.943359,1.0
2645,1241431180.050781,1241431187.6875,1.0
2646,1241493271.744142,1241493279.949707,1.0
