GPStime,snr,ifo,label
1250389799.414,25.338,L1,Helix
1242097258.867,9.642,L1,Helix
1249404222.125,11.604,L1,Helix
1240635178.125,45.042,L1,Helix
1244475219.598,56.094,L1,Helix
1250379693.18,20.792,L1,Helix
1250379684.867,19.779,L1,Helix
1242096546.754,17.416,L1,Helix
1250450801.789,23.662,L1,Helix
1242260991.762,7.752,L1,Helix
1250465071.427,14.694,L1,Helix
1244815039.824,44.508,L1,Helix
1250380326.648,22.715,L1,Helix
1240744192.55,494.011,L1,Koi_Fish
1248313636.039,81.108,L1,Koi_Fish
1251435153.771,263.33,L1,Koi_Fish
1240150098.738,29.669,L1,Koi_Fish
1242770347.924,465.875,L1,Koi_Fish
1250714667.152,201.891,L1,Koi_Fish
1242364509.688,42.512,L1,Koi_Fish
1252815735.188,1101.184,L1,Koi_Fish
1243081068.634,358.568,L1,Koi_Fish
1244439852.855,371.895,L1,Koi_Fish
1243154555.615,72.551,L1,Koi_Fish
1243959481.929,596.12,L1,Koi_Fish
1243665802.914,16.242,L1,Koi_Fish
1247964387.896,238.686,L1,Koi_Fish
1251079080.395,34.984,L1,Koi_Fish
1238848661.347,74.027,L1,Koi_Fish
1252403189.708,307.758,L1,Koi_Fish
1253401921.72,97.36,L1,Koi_Fish
1243634726.743,196.809,L1,Koi_Fish
1250836003.493,234.713,L1,Koi_Fish
1248051859.084,289.78,L1,Koi_Fish
1249354413.254,148.798,L1,Koi_Fish
1252436191.741,50.966,L1,Koi_Fish
1242096777.602,24.519,L1,Koi_Fish
1240936188.255,653.169,L1,Koi_Fish
1244268426.465,59.181,L1,Koi_Fish
1253951193.403,103.667,L1,Koi_Fish
1240458592.127,359.189,L1,Koi_Fish
1248378542.277,157.162,L1,Koi_Fish
1246051509.863,880.612,L1,Koi_Fish
1239103533.84,297.594,L1,Koi_Fish
1246661372.241,220.427,L1,Koi_Fish
1240972094.223,29.686,L1,Koi_Fish
1243560932.313,50.169,L1,Koi_Fish
1241582032.713,45.211,L1,Koi_Fish
1243753783.868,77.422,L1,Koi_Fish
1248692889.589,85.91,L1,Koi_Fish
1243485972.254,225.083,L1,Koi_Fish
1246612288.698,78.835,L1,Koi_Fish
1252285253.143,114.166,L1,Koi_Fish
1249673095.464,246.487,L1,Koi_Fish
1250478121.974,249.027,L1,Koi_Fish
1252592291.191,188.484,L1,Koi_Fish
1251459906.457,368.048,L1,Koi_Fish
1249975455.309,133.048,L1,Koi_Fish
1253191968.235,59.779,L1,Koi_Fish
1247620476.238,263.159,L1,Koi_Fish
1249729514.135,191.133,L1,Koi_Fish
1244481805.263,188.795,L1,Koi_Fish
1242576014.049,200.774,L1,Koi_Fish
1247693061.572,403.796,L1,Koi_Fish
1248680208.949,142.97,L1,Koi_Fish
1247773226.681,129.848,L1,Koi_Fish
1241964286.82,379.393,L1,Koi_Fish
1248513212.613,81.157,L1,Koi_Fish
1248261973.685,53.095,L1,Koi_Fish
1242172542.514,181.424,L1,Koi_Fish
1238926401.583,106.239,L1,Koi_Fish
1238888262.261,112.547,L1,Koi_Fish
1243985583.166,267.074,L1,Koi_Fish
1241333152.122,65.051,L1,Koi_Fish
1252582112.973,40.638,L1,Koi_Fish
1251870620.443,92.026,L1,Koi_Fish
1242028338.902,100.263,L1,Koi_Fish
1246936295.365,133.541,L1,Koi_Fish
1252568296.77,91.951,L1,Koi_Fish
1238787725.66,371.25,L1,Koi_Fish
1248364013.701,184.478,L1,Koi_Fish
1242139591.641,36.52,L1,Koi_Fish
1240487166.298,31.962,L1,Koi_Fish
1248640176.262,69.014,L1,Koi_Fish
1248984644.798,265.154,L1,Koi_Fish
1250905946.645,248.309,L1,Koi_Fish
1250437853.398,195.026,L1,Koi_Fish
1248993521.321,105.558,L1,Koi_Fish
1243994111.615,89.707,L1,Koi_Fish
1242700780.982,259.002,L1,Koi_Fish
1242407856.348,44.882,L1,Koi_Fish
1246697614.754,43.302,L1,Koi_Fish
1244437082.643,59.143,L1,Koi_Fish
1238682338.532,41.919,L1,Koi_Fish
1240150644.979,187.01,L1,Koi_Fish
1252018096.149,206.847,L1,Koi_Fish
1240968072.347,376.393,L1,Koi_Fish
1251338475.176,82.356,L1,Koi_Fish
1251906673.98,129.766,L1,Koi_Fish
1251710317.723,781.786,L1,Koi_Fish
1241602067.524,243.22,L1,Koi_Fish
1244732303.446,123.97,L1,Koi_Fish
1253438576.374,847.413,L1,Koi_Fish
1244276889.956,432.093,L1,Koi_Fish
1243550184.642,133.42,L1,Koi_Fish
1244749584.588,321.186,L1,Koi_Fish
1238397701.124,218.037,L1,Koi_Fish
1249691361.879,94.713,L1,Koi_Fish
1240720294.923,787.7,L1,Koi_Fish
1241897723.682,106.15,L1,Koi_Fish
1247601619.668,74.166,L1,Koi_Fish
1252541011.673,156.588,L1,Koi_Fish
1252037026.527,419.876,L1,Koi_Fish
1251956205.846,57.057,L1,Koi_Fish
1251270614.234,12.941,L1,Light_Modulation
1250465173.555,25.979,L1,Light_Modulation
1251231739.723,36.994,L1,Light_Modulation
1238833587.805,222.386,L1,Light_Modulation
1250371955.574,56.111,L1,Light_Modulation
1248089324.102,169.013,L1,Light_Modulation
1241263617.594,151.311,L1,Light_Modulation
1238317573.078,10.925,L1,Light_Modulation
1251507443.48,33.682,L1,Light_Modulation
1251231776.16,26.916,L1,Light_Modulation
1242655320.75,17.843,L1,Light_Modulation
1248108622.676,85.868,L1,Light_Modulation
1252252500.559,294.15,L1,Light_Modulation
1238468159.668,109.273,L1,Light_Modulation
1238412461.461,472.324,L1,Light_Modulation
1240892820.067,110.999,L1,Light_Modulation
1251233368.383,27.219,L1,Light_Modulation
1246875713.785,457.205,L1,Light_Modulation
1241336042.031,51.969,L1,Light_Modulation
1240645316.273,49.734,L1,Light_Modulation
1248479194.816,61.46,L1,Light_Modulation
1250832127.608,65.208,L1,Light_Modulation
1244870662.125,31.078,L1,Light_Modulation
1246526689.285,161.727,L1,Light_Modulation
1252423150.996,315.375,L1,Light_Modulation
1246806732.379,119.864,L1,Light_Modulation
1245033555.125,13.741,L1,Light_Modulation
1253079935.133,235.776,L1,Light_Modulation
1251137624.555,217.907,L1,Light_Modulation
1238380494.441,177.425,L1,Light_Modulation
1252531915.223,165.221,L1,Light_Modulation
1253945601.465,320.492,L1,Light_Modulation
1249047123.456,144.475,L1,Light_Modulation
1251228488.426,26.453,L1,Light_Modulation
1242166002.883,65.982,L1,Light_Modulation
1246695165.289,68.503,L1,Light_Modulation
1240406258.641,90.861,L1,Light_Modulation
1252447786.022,84.704,L1,Light_Modulation
1245043184.763,50.478,L1,Light_Modulation
1243030181.367,118.078,L1,Light_Modulation
1245308244.086,74.258,L1,Light_Modulation
1245770581.426,464.489,L1,Light_Modulation
1244260318.582,486.055,L1,Light_Modulation
1251021780.695,33.244,L1,Light_Modulation
1242754811.766,150.77,L1,Light_Modulation
1238828525.832,79.197,L1,Light_Modulation
1247989622.551,32.622,L1,Light_Modulation
1251072917.746,294.978,L1,Light_Modulation
1238590754.477,207.816,L1,Light_Modulation
1252470583.547,15.726,L1,Light_Modulation
1239688185.938,124.546,L1,Light_Modulation
1250284830.641,19.076,L1,Light_Modulation
1241467957.594,15.738,L1,Light_Modulation
1241517681.203,108.889,L1,Light_Modulation
1241627364.867,71.693,L1,Light_Modulation
1245156179.133,296.504,L1,Light_Modulation
1251551842.531,8.728,L1,Light_Modulation
1245727407.723,80.18,L1,Light_Modulation
1251009947.133,632.448,L1,Light_Modulation
1240754753.498,222.777,L1,Light_Modulation
1251301844.461,18.925,L1,Light_Modulation
1251830193.938,53.949,L1,Light_Modulation
1251233206.434,30.42,L1,Light_Modulation
1251438581.445,31.147,L1,Light_Modulation
1244476089.652,104.316,L1,Light_Modulation
1244220210.719,23.387,L1,Light_Modulation
1248160431.324,105.278,L1,Light_Modulation
1242791138.258,372.865,L1,Light_Modulation
1251538583.074,36.098,L1,Light_Modulation
1241721274.293,129.607,L1,Light_Modulation
1244265035.867,189.481,L1,Light_Modulation
1238325155.262,22.171,L1,Light_Modulation
1249043474.219,8.954,L1,Low_Frequency_Burst
1247694552.813,10.036,L1,Low_Frequency_Burst
1242284506.172,8.382,L1,Low_Frequency_Burst
1241896077.438,11.624,L1,Low_Frequency_Burst
1242386371.719,21.218,L1,Low_Frequency_Burst
1239042378.688,11.367,L1,Low_Frequency_Burst
1243113787.156,11.137,L1,Low_Frequency_Burst
1252281064.75,9.026,L1,Low_Frequency_Burst
1247608843.313,9.391,L1,Low_Frequency_Burst
1241461250.719,39.725,L1,Low_Frequency_Burst
1240933731.75,65.596,L1,Low_Frequency_Burst
1251752546.141,7.513,L1,Low_Frequency_Burst
1243688190.219,9.953,L1,Low_Frequency_Burst
1244896978.156,8.978,L1,Low_Frequency_Burst
1250100164.938,8.245,L1,Low_Frequency_Burst
1246929106.324,7.655,L1,Low_Frequency_Burst
1251554429.547,11.118,L1,Low_Frequency_Burst
1247834080.813,9.244,L1,Low_Frequency_Burst
1249389981.156,8.741,L1,Low_Frequency_Burst
1253644170.719,7.661,L1,Low_Frequency_Burst
1248031935.344,12.996,L1,Low_Frequency_Burst
1248712140.797,7.824,L1,Low_Frequency_Burst
1243722750.75,14.597,L1,Low_Frequency_Burst
1242189932.719,16.284,L1,Low_Frequency_Burst
1253934036.844,8.116,L1,Low_Frequency_Burst
1241978949.031,9.042,L1,Low_Frequency_Burst
1241300877.469,12.737,L1,Low_Frequency_Burst
1241454487.094,15.298,L1,Low_Frequency_Burst
1253624680.625,8.275,L1,Low_Frequency_Burst
1247608766.938,11.558,L1,Low_Frequency_Burst
1253021500.094,11.88,L1,Low_Frequency_Burst
1241449058.438,16.798,L1,Low_Frequency_Burst
1241453826.906,11.466,L1,Low_Frequency_Burst
1249240588.156,8.107,L1,Low_Frequency_Burst
1250604522.438,9.426,L1,Low_Frequency_Burst
1245588833.531,8.983,L1,Low_Frequency_Burst
1253302233.125,13.026,L1,Low_Frequency_Burst
1251139851.219,7.581,L1,Low_Frequency_Burst
1238533516.094,10.44,L1,Low_Frequency_Burst
1251554368.438,10.693,L1,Low_Frequency_Burst
1238933493.063,12.777,L1,Low_Frequency_Burst
1250629500.813,10.985,L1,Low_Frequency_Burst
1240936128.656,8.446,L1,Low_Frequency_Burst
1249314164.094,12.512,L1,Low_Frequency_Burst
1241454071.625,15.796,L1,Low_Frequency_Burst
1244556258.063,8.331,L1,Low_Frequency_Burst
1241468075.156,16.132,L1,Low_Frequency_Burst
1244605517.563,11.069,L1,Low_Frequency_Burst
1249998739.563,7.806,L1,Low_Frequency_Burst
1247688307.031,16.86,L1,Low_Frequency_Burst
1250865554.281,7.724,L1,Low_Frequency_Burst
1252670852.817,10.163,L1,Low_Frequency_Burst
1244834328.063,9.845,L1,Low_Frequency_Burst
1243862300.781,8.765,L1,Low_Frequency_Burst
1251236668.563,7.755,L1,Low_Frequency_Burst
1243622145.469,16.527,L1,Low_Frequency_Burst
1244220290.031,12.207,L1,Low_Frequency_Burst
1245088188.875,7.684,L1,Low_Frequency_Burst
1249916054.844,9.172,L1,Low_Frequency_Burst
1252347772.516,14.261,L1,Low_Frequency_Burst
1250865577.25,7.846,L1,Low_Frequency_Burst
1251222819.469,7.725,L1,Low_Frequency_Burst
1241624696.281,13.419,L1,Low_Frequency_Burst
1249404389.063,11.33,L1,Low_Frequency_Burst
1245577105.719,12.807,L1,Low_Frequency_Burst
1243181743.438,58.811,L1,Low_Frequency_Burst
1244474027.938,21.362,L1,Low_Frequency_Burst
1243352276.031,56.96,L1,Low_Frequency_Burst
1244202852.281,8.319,L1,Low_Frequency_Burst
1238770700.188,17.57,L1,Low_Frequency_Burst
1249770963.375,8.606,L1,Low_Frequency_Burst
1243785029.063,14.533,L1,Low_Frequency_Burst
1250526944.531,8.971,L1,Low_Frequency_Burst
1252348023.531,9.719,L1,Low_Frequency_Burst
1241124333.281,14.168,L1,Low_Frequency_Burst
1248462004.266,9.132,L1,Low_Frequency_Burst
1241956991.594,8.421,L1,Low_Frequency_Burst
1243774428.188,8.135,L1,Low_Frequency_Burst
1248698102.031,9.331,L1,Low_Frequency_Burst
1252438147.063,10.848,L1,Low_Frequency_Burst
1244202710.953,8.485,L1,Low_Frequency_Burst
1252842677.313,7.501,L1,Low_Frequency_Burst
1253649116.656,9.25,L1,Low_Frequency_Burst
1252089243.188,11.144,L1,Low_Frequency_Burst
1252870273.063,9.563,L1,Low_Frequency_Burst
1239106135.656,12.171,L1,Low_Frequency_Burst
1249828061.188,9.871,L1,Low_Frequency_Burst
1242579938.344,19.088,L1,Low_Frequency_Burst
1248378172.063,9.614,L1,Low_Frequency_Burst
1245768184.938,19.026,L1,Low_Frequency_Burst
1251720046.938,8.423,L1,Low_Frequency_Burst
1246035118.313,15.658,L1,Low_Frequency_Burst
1250255715.969,11.669,L1,Low_Frequency_Burst
1243954384.844,8.211,L1,Low_Frequency_Burst
1240081451.406,14.437,L1,Low_Frequency_Burst
1251138960.406,10.825,L1,Low_Frequency_Burst
1243617579.281,8.006,L1,Low_Frequency_Burst
1241625390.781,13.039,L1,Low_Frequency_Burst
1252870247.406,9.768,L1,Low_Frequency_Burst
1241781931.094,7.964,L1,Low_Frequency_Burst
1243969780.531,9.371,L1,Low_Frequency_Burst
1239173256.313,8.203,L1,Low_Frequency_Lines
1246661437.125,10.036,L1,Low_Frequency_Lines
1242478213.125,9.486,L1,Low_Frequency_Lines
1241782354.375,12.026,L1,Low_Frequency_Lines
1245766176.063,10.125,L1,Low_Frequency_Lines
1241816312.875,15.097,L1,Low_Frequency_Lines
1245600611.313,9.15,L1,Low_Frequency_Lines
1239216879.375,7.675,L1,Low_Frequency_Lines
1253625324.563,8.156,L1,Low_Frequency_Lines
1252368478.375,7.61,L1,Low_Frequency_Lines
1251553339.813,21.296,L1,Low_Frequency_Lines
1244383814.875,13.492,L1,Low_Frequency_Lines
1241803272.063,7.742,L1,Low_Frequency_Lines
1250825520.875,7.997,L1,Low_Frequency_Lines
1242267219.125,10.026,L1,Low_Frequency_Lines
1253629836.125,7.936,L1,Low_Frequency_Lines
1240177488.25,8.583,L1,Low_Frequency_Lines
1246889063.75,8.16,L1,Low_Frequency_Lines
1239890980.75,8.126,L1,Low_Frequency_Lines
1253106045.125,7.764,L1,Low_Frequency_Lines
1252893341.875,9.8,L1,Low_Frequency_Lines
1243958952.875,8.529,L1,Low_Frequency_Lines
1242310037.063,8.528,L1,Low_Frequency_Lines
1248007020.938,7.843,L1,Low_Frequency_Lines
1246661773.875,7.702,L1,Low_Frequency_Lines
1238504304.375,8.779,L1,Low_Frequency_Lines
1239155851.625,8.107,L1,Low_Frequency_Lines
1245490170.875,17.416,L1,Low_Frequency_Lines
1239621833.875,15.527,L1,Low_Frequency_Lines
1241836277.625,8.162,L1,Low_Frequency_Lines
1241835016.938,7.997,L1,Low_Frequency_Lines
1244219067.875,9.324,L1,Low_Frequency_Lines
1245167113.125,8.634,L1,Low_Frequency_Lines
1247676914.375,8.553,L1,Low_Frequency_Lines
1241790247.875,10.081,L1,Low_Frequency_Lines
1244480022.125,17.163,L1,Low_Frequency_Lines
1252520903.875,8.717,L1,Low_Frequency_Lines
1253084490.875,8.064,L1,Low_Frequency_Lines
1249088821.344,7.856,L1,Low_Frequency_Lines
1245071241.563,7.734,L1,Low_Frequency_Lines
1238325320.063,10.036,L1,Low_Frequency_Lines
1250278228.063,8.002,L1,Low_Frequency_Lines
1251642438.25,11.498,L1,Low_Frequency_Lines
1249664764.563,7.663,L1,Low_Frequency_Lines
1241862426.625,17.998,L1,Low_Frequency_Lines
1244900183.313,7.682,L1,Low_Frequency_Lines
1250277233.75,8.02,L1,Low_Frequency_Lines
1252836419.063,8.958,L1,Low_Frequency_Lines
1252835406.625,11.449,L1,Low_Frequency_Lines
1243973817.625,9.357,L1,Low_Frequency_Lines
1244570706.625,8.265,L1,Low_Frequency_Lines
1238511901.125,15.465,L1,Low_Frequency_Lines
1246888828.25,8.031,L1,Low_Frequency_Lines
1249041302.875,8.157,L1,Low_Frequency_Lines
1250879040.875,8.269,L1,Low_Frequency_Lines
1246679097.063,8.178,L1,Low_Frequency_Lines
1250670115.375,7.663,L1,Low_Frequency_Lines
1241816343.375,10.848,L1,Low_Frequency_Lines
1250098938.125,7.531,L1,Low_Frequency_Lines
1239169394.875,7.849,L1,Low_Frequency_Lines
1245092184.313,8.754,L1,Low_Frequency_Lines
1249993370.875,9.765,L1,Low_Frequency_Lines
1248099728.875,7.555,L1,Low_Frequency_Lines
1242638570.375,7.792,L1,Low_Frequency_Lines
1242148071.875,11.513,L1,Low_Frequency_Lines
1250610454.844,10.631,L1,Low_Frequency_Lines
1247769757.75,7.642,L1,Low_Frequency_Lines
1241849113.188,8.205,L1,Low_Frequency_Lines
1252084772.281,8.292,L1,Low_Frequency_Lines
1239617708.625,10.41,L1,Low_Frequency_Lines
1251493679.75,41.405,L1,Low_Frequency_Lines
1244570904.375,7.753,L1,Low_Frequency_Lines
1246891753.375,7.531,L1,Low_Frequency_Lines
1243968697.25,12.541,L1,Low_Frequency_Lines
1243086921.938,7.579,L1,Low_Frequency_Lines
1239008425.625,8.433,L1,Low_Frequency_Lines
1239178182.375,7.974,L1,Low_Frequency_Lines
1245863931.75,10.079,L1,Low_Frequency_Lines
1242237388.25,7.586,L1,Low_Frequency_Lines
1253534679.625,13.766,L1,Low_Frequency_Lines
1253184364.125,10.901,L1,Low_Frequency_Lines
1242638590.625,27.975,L1,Low_Frequency_Lines
1253042727.875,10.887,L1,Low_Frequency_Lines
1251758730.75,10.236,L1,Low_Frequency_Lines
1243396645.75,13.065,L1,Low_Frequency_Lines
1239219031.875,8.439,L1,Low_Frequency_Lines
1242480332.375,8.318,L1,Low_Frequency_Lines
1242360437.125,8.304,L1,Low_Frequency_Lines
1244570881.625,11.063,L1,Low_Frequency_Lines
1242406744.875,7.511,L1,Low_Frequency_Lines
1242149150.375,8.086,L1,Low_Frequency_Lines
1238317912.688,14.005,L1,Low_Frequency_Lines
1249999180.625,13.439,L1,Low_Frequency_Lines
1248236525.625,7.65,L1,Low_Frequency_Lines
1252348038.625,9.195,L1,Low_Frequency_Lines
1241802459.625,9.882,L1,Low_Frequency_Lines
1241806959.875,10.153,L1,Low_Frequency_Lines
1245001394.25,12.01,L1,Low_Frequency_Lines
1239172952.125,12.852,L1,Low_Frequency_Lines
1242669883.625,11.935,L1,Low_Frequency_Lines
1249734204.75,8.34,L1,Low_Frequency_Lines
1240848779.098,20.776,L1,Paired_Doves
1251543189.422,14.055,L1,Paired_Doves
1250238126.391,18.742,L1,Paired_Doves
1243548131.465,25.155,L1,Paired_Doves
1250630873.164,10.43,L1,Paired_Doves
1242580104.906,9.642,L1,Paired_Doves
1249054300.832,12.045,L1,Paired_Doves
1251807404.664,16.008,L1,Paired_Doves
1247688791.238,69.69,L1,Paired_Doves
1251909960.227,12.587,L1,Paired_Doves
1241014299.008,30.473,L1,Paired_Doves
1250638291.453,13.919,L1,Paired_Doves
1249055458.461,10.137,L1,Paired_Doves
1250391660.523,26.302,L1,Paired_Doves
1253596236.91,38.629,L1,Paired_Doves
1248847867.832,9.398,L1,Paired_Doves
1240803758.527,14.339,L1,Paired_Doves
1244200007.023,44.426,L1,Paired_Doves
1251692246.301,31.671,L1,Paired_Doves
1248875523.176,36.638,L1,Paired_Doves
1242652864.398,8.954,L1,Paired_Doves
1243500019.293,36.786,L1,Paired_Doves
1252732254.016,10.04,L1,Paired_Doves
1248764639.289,7.868,L1,Paired_Doves
1250340603.734,9.177,L1,Paired_Doves
1250239873.748,7.677,L1,Paired_Doves
1248999721.738,54.942,L1,Paired_Doves
1239676899.676,16.905,L1,Paired_Doves
1241479348.852,13.554,L1,Paired_Doves
1241020732.141,19.829,L1,Paired_Doves
1242316083.148,12.765,L1,Paired_Doves
1244949246.246,19.984,L1,Paired_Doves
1242196376.289,10.284,L1,Paired_Doves
1247735692.652,79.246,L1,Paired_Doves
1252979165.699,7.622,L1,Paired_Doves
1242306482.945,51.092,L1,Paired_Doves
1248763862.781,8.781,L1,Paired_Doves
1250453278.211,9.174,L1,Paired_Doves
1248174028.031,8.563,L1,Paired_Doves
1238181798.762,32.541,L1,Paired_Doves
1251538813.32,20.005,L1,Paired_Doves
1238548746.172,11.026,L1,Paired_Doves
1241613200.758,18.488,L1,Paired_Doves
1241607325.32,10.267,L1,Paired_Doves
1252720848.609,9.966,L1,Paired_Doves
1241476576.055,24.872,L1,Paired_Doves
1243434706.328,11.612,L1,Paired_Doves
1248985663.074,9.934,L1,Paired_Doves
1253108217.445,10.026,L1,Paired_Doves
1252050312.363,59.253,L1,Paired_Doves
1249055425.492,8.221,L1,Paired_Doves
1250256536.531,8.424,L1,Paired_Doves
1245861649.234,55.918,L1,Paired_Doves
1251279371.023,19.645,L1,Paired_Doves
1240353598.293,63.857,L1,Paired_Doves
1250822489.499,10.519,L1,Paired_Doves
1251270708.516,11.582,L1,Paired_Doves
1248287499.207,41.123,L1,Paired_Doves
1241015572.539,33.423,L1,Paired_Doves
1245292471.977,25.344,L1,Paired_Doves
1238718822.578,16.359,L1,Paired_Doves
1239456358.914,32.733,L1,Paired_Doves
1249012976.656,9.413,L1,Paired_Doves
1251313312.07,15.894,L1,Paired_Doves
1250379824.828,28.652,L1,Paired_Doves
1242313370.477,21.573,L1,Paired_Doves
1250641389.672,12.903,L1,Paired_Doves
1253509861.914,58.324,L1,Paired_Doves
1248517676.852,38.422,L1,Paired_Doves
1241454484.07,8.018,L1,Paired_Doves
1239734024.547,7.798,L1,Paired_Doves
1248993689.078,7.634,L1,Paired_Doves
1250206625.383,13.781,L1,Paired_Doves
1248761785.656,9.921,L1,Paired_Doves
1244194108.852,25.087,L1,Paired_Doves
1238351360.711,11.17,L1,Paired_Doves
1248992562.422,11.704,L1,Paired_Doves
1250385340.012,12.445,L1,Paired_Doves
1250381066.102,7.646,L1,Paired_Doves
1248990963.961,22.942,L1,Paired_Doves
1246691257.922,8.981,L1,Paired_Doves
1249013018.488,9.807,L1,Paired_Doves
1251692223.184,11.222,L1,Paired_Doves
1247727737.098,7.964,L1,Paired_Doves
1238442892.195,38.166,L1,Paired_Doves
1249843870.227,11.458,L1,Paired_Doves
1251448224.391,13.298,L1,Paired_Doves
1250450896.199,16.738,L1,Paired_Doves
1241311923.102,11.929,L1,Paired_Doves
1250395386.734,12.353,L1,Paired_Doves
1242289717.586,10.438,L1,Paired_Doves
1252854992.977,42.429,L1,Paired_Doves
1240392777.934,45.081,L1,Paired_Doves
1243382660.664,15.241,L1,Paired_Doves
1250204541.469,11.645,L1,Paired_Doves
1238351081.055,8.653,L1,Paired_Doves
1251692236.176,15.361,L1,Paired_Doves
1251529868.453,11.523,L1,Paired_Doves
1240138863.867,7.736,L1,Paired_Doves
1241454496.242,11.324,L1,Paired_Doves
1242518794.93,33.198,L1,Paired_Doves
1240029368.797,7.824,L1,Power_Line
1240760409.336,37.473,L1,Power_Line
1239880391.766,10.004,L1,Power_Line
1239830352.734,9.294,L1,Power_Line
1240233304.633,8.764,L1,Power_Line
1246934942.531,8.717,L1,Power_Line
1240152066.328,10.669,L1,Power_Line
1251219556.938,8.283,L1,Power_Line
1240122186.859,11.015,L1,Power_Line
1239958430.203,10.73,L1,Power_Line
1239941710.516,11.663,L1,Power_Line
1240241584.547,12.744,L1,Power_Line
1239894911.453,11.977,L1,Power_Line
1240159626.133,9.61,L1,Power_Line
1240227184.828,9.667,L1,Power_Line
1240203305.258,10.09,L1,Power_Line
1240196345.422,11.795,L1,Power_Line
1239894671.484,9.412,L1,Power_Line
1239990969.516,12.952,L1,Power_Line
1239893351.484,12.026,L1,Power_Line
1239894071.516,9.577,L1,Power_Line
1239989529.578,12.84,L1,Power_Line
1240112107.109,9.142,L1,Power_Line
1240126866.797,9.049,L1,Power_Line
1239892271.516,13.437,L1,Power_Line
1240252624.297,9.281,L1,Power_Line
1240204985.297,12.155,L1,Power_Line
1239940270.547,13.989,L1,Power_Line
1239870791.984,12.373,L1,Power_Line
1240044068.453,11.263,L1,Power_Line
1239836832.641,11.337,L1,Power_Line
1239894431.516,8.022,L1,Power_Line
1240022048.891,14.54,L1,Power_Line
1240242184.516,11.958,L1,Power_Line
1239835752.672,9.853,L1,Power_Line
1240219984.922,11.431,L1,Power_Line
1240161906.086,11.116,L1,Power_Line
1240135506.617,8.784,L1,Power_Line
1240249744.336,8.299,L1,Power_Line
1240193105.453,13.676,L1,Power_Line
1240213505.078,11.636,L1,Power_Line
1240210385.141,9.855,L1,Power_Line
1240023368.891,8.431,L1,Power_Line
1240212425.109,9.409,L1,Power_Line
1239973089.891,8.622,L1,Power_Line
1240143186.516,10.398,L1,Power_Line
1240167425.984,11.744,L1,Power_Line
1239879551.797,13.614,L1,Power_Line
1242652247.398,7.666,L1,Power_Line
1240137186.609,9.0,L1,Power_Line
1240054388.234,11.37,L1,Power_Line
1245867331.156,9.753,L1,Power_Line
1240198745.359,10.594,L1,Power_Line
1239944350.453,7.871,L1,Power_Line
1239836232.609,10.586,L1,Power_Line
1238239339.688,7.906,L1,Power_Line
1239939430.609,9.966,L1,Power_Line
1240122307.188,7.709,L1,Power_Line
1239960490.172,9.533,L1,Power_Line
1239891431.523,11.619,L1,Power_Line
1240233064.672,12.033,L1,Power_Line
1239952030.32,10.645,L1,Power_Line
1239592528.141,8.448,L1,Power_Line
1240244464.461,8.127,L1,Power_Line
1240051628.297,11.829,L1,Power_Line
1238949132.594,11.346,L1,Power_Line
1240235584.641,9.248,L1,Power_Line
1240252144.305,8.13,L1,Power_Line
1240235464.641,12.247,L1,Power_Line
1240138883.289,8.258,L1,Power_Line
1240201745.273,9.592,L1,Power_Line
1239989649.578,9.886,L1,Power_Line
1240030808.734,9.281,L1,Power_Line
1240117627.016,8.25,L1,Power_Line
1240059428.172,12.789,L1,Power_Line
1240029128.766,13.749,L1,Power_Line
1240211225.141,11.896,L1,Power_Line
1239862992.141,9.219,L1,Power_Line
1239848232.391,12.111,L1,Power_Line
1240214805.031,10.097,L1,Power_Line
1240230424.734,11.427,L1,Power_Line
1239944590.523,9.379,L1,Power_Line
1239891311.547,12.841,L1,Power_Line
1239849672.43,7.929,L1,Power_Line
1240161306.109,9.684,L1,Power_Line
1240183265.672,7.895,L1,Power_Line
1239865872.047,10.447,L1,Power_Line
1240021568.922,11.934,L1,Power_Line
1240153986.281,9.259,L1,Power_Line
1240242304.516,11.534,L1,Power_Line
1239861672.156,11.853,L1,Power_Line
1240057988.203,9.743,L1,Power_Line
1240138266.578,10.944,L1,Power_Line
1240230784.703,12.389,L1,Power_Line
1240031048.734,12.577,L1,Power_Line
1240156866.203,11.23,L1,Power_Line
1239881591.766,9.724,L1,Power_Line
1240181585.703,8.43,L1,Power_Line
1239937150.641,12.581,L1,Power_Line
1240234384.672,11.447,L1,Power_Line
1240210025.328,7.836,L1,Power_Line
1241844810.319,8.235,L1,Repeating_Blips
1239435186.754,7.992,L1,Repeating_Blips
1240270470.236,9.093,L1,Repeating_Blips
1243630837.371,35.356,L1,Repeating_Blips
1252730157.248,50.952,L1,Repeating_Blips
1249351602.411,26.494,L1,Repeating_Blips
1241924301.308,18.496,L1,Repeating_Blips
1245216097.782,16.573,L1,Repeating_Blips
1253077331.222,55.46,L1,Repeating_Blips
1250389871.736,13.286,L1,Repeating_Blips
1249351602.718,14.571,L1,Repeating_Blips
1250586933.883,7.521,L1,Repeating_Blips
1250069855.361,21.342,L1,Repeating_Blips
1243973887.156,10.173,L1,Repeating_Blips
1246491005.653,16.081,L1,Repeating_Blips
1250380395.621,10.775,L1,Repeating_Blips
1243526672.01,9.235,L1,Repeating_Blips
1241630889.731,23.7,L1,Repeating_Blips
1239975274.902,63.977,L1,Repeating_Blips
