GPStime,snr,ifo,label
1249851176.206,12.868,L1,Repeating_Blips
1243728862.821,9.525,L1,Repeating_Blips
1247772248.254,42.695,L1,Repeating_Blips
1252213275.982,53.302,L1,Repeating_Blips
1245877460.757,12.463,L1,Repeating_Blips
1238426459.252,57.928,L1,Repeating_Blips
1251205497.354,12.526,L1,Repeating_Blips
1250381110.149,11.967,L1,Repeating_Blips
1251236124.239,17.68,L1,Repeating_Blips
1239637412.405,10.303,L1,Repeating_Blips
1242671180.156,44.576,L1,Repeating_Blips
1249841552.509,40.124,L1,Repeating_Blips
1250121310.193,142.615,L1,Repeating_Blips
1243336036.603,27.454,L1,Repeating_Blips
1245120304.12,27.026,L1,Repeating_Blips
1252469724.956,8.103,L1,Repeating_Blips
1238400217.191,41.439,L1,Repeating_Blips
1244231263.579,22.174,L1,Repeating_Blips
1252411556.265,32.99,L1,Repeating_Blips
1252067755.181,115.639,L1,Repeating_Blips
1242097266.934,8.604,L1,Repeating_Blips
1246660270.445,10.489,L1,Repeating_Blips
1248843837.038,41.483,L1,Repeating_Blips
1246107818.268,11.585,L1,Repeating_Blips
1245479948.699,53.002,L1,Repeating_Blips
1249319591.464,19.019,L1,Repeating_Blips
1250046412.784,14.53,L1,Repeating_Blips
1247893017.775,18.783,L1,Repeating_Blips
1245975282.913,11.142,L1,Repeating_Blips
1240109300.805,17.346,L1,Repeating_Blips
1247872584.284,14.052,L1,Repeating_Blips
1247773537.499,8.196,L1,Repeating_Blips
1244330390.066,8.619,L1,Repeating_Blips
1246107817.853,14.663,L1,Repeating_Blips
1253505377.63,15.463,L1,Repeating_Blips
1249316775.527,10.389,L1,Repeating_Blips
1242389320.028,7.532,L1,Repeating_Blips
1250614537.487,9.974,L1,Repeating_Blips
1248241890.387,39.796,L1,Repeating_Blips
1246605797.681,18.693,L1,Repeating_Blips
1247770879.348,28.739,L1,Repeating_Blips
1250733854.899,30.583,L1,Repeating_Blips
1243776724.944,8.876,L1,Repeating_Blips
1247868601.0,38.504,L1,Repeating_Blips
1251295365.784,72.622,L1,Repeating_Blips
1252535302.624,9.612,L1,Repeating_Blips
1244880666.402,20.579,L1,Repeating_Blips
1251238385.43,207.32,L1,Repeating_Blips
1246795420.621,14.513,L1,Repeating_Blips
1243082229.138,21.498,L1,Repeating_Blips
1249672772.293,36.604,L1,Repeating_Blips
1253354587.476,9.147,L1,Repeating_Blips
1241920180.16,39.298,L1,Repeating_Blips
1242481931.376,27.6,L1,Repeating_Blips
1252054059.61,18.131,L1,Repeating_Blips
1242341130.041,8.272,L1,Repeating_Blips
1242265625.348,13.722,L1,Repeating_Blips
1253942358.872,13.171,L1,Repeating_Blips
1242068601.973,11.542,L1,Repeating_Blips
1250390191.466,16.843,L1,Repeating_Blips
1246170549.438,7.64,L1,Repeating_Blips
1250058288.651,13.874,L1,Repeating_Blips
1250675731.271,71.525,L1,Repeating_Blips
1238198805.24,9.58,L1,Repeating_Blips
1243615758.093,37.773,L1,Repeating_Blips
1251074083.49,11.04,L1,Repeating_Blips
1245571783.041,10.677,L1,Repeating_Blips
1248068245.217,36.04,L1,Repeating_Blips
1244159606.347,10.713,L1,Repeating_Blips
1250619711.819,11.769,L1,Repeating_Blips
1240270470.553,9.7,L1,Repeating_Blips
1253423434.664,10.019,L1,Repeating_Blips
1253423772.868,44.398,L1,Repeating_Blips
1253767601.143,27.95,L1,Repeating_Blips
1248757443.993,15.642,L1,Repeating_Blips
1241621304.629,7.771,L1,Repeating_Blips
1248317928.911,32.704,L1,Repeating_Blips
1241046871.822,49.45,L1,Repeating_Blips
1246605798.116,12.37,L1,Repeating_Blips
1251204912.204,10.435,L1,Repeating_Blips
1249542985.486,153.454,L1,Repeating_Blips
1239683471.829,33.661,L1,Repeating_Blips
1253141883.625,8.449,L1,Scattered_Light
1241792134.188,106.718,L1,Scattered_Light
1248231155.375,7.648,L1,Scattered_Light
1253088167.438,9.412,L1,Scattered_Light
1241834668.625,32.264,L1,Scattered_Light
1242310206.094,8.033,L1,Scattered_Light
1238442026.313,7.97,L1,Scattered_Light
1245671870.875,13.849,L1,Scattered_Light
1243600594.938,7.756,L1,Scattered_Light
1249416340.875,8.665,L1,Scattered_Light
1250986467.063,155.955,L1,Scattered_Light
1239172491.375,21.807,L1,Scattered_Light
1243431448.875,10.683,L1,Scattered_Light
1250666908.938,9.14,L1,Scattered_Light
1243359630.063,8.769,L1,Scattered_Light
1241816665.938,61.29,L1,Scattered_Light
1242157730.313,66.348,L1,Scattered_Light
1243353505.531,9.419,L1,Scattered_Light
1241787066.813,40.463,L1,Scattered_Light
1241802810.063,108.399,L1,Scattered_Light
1243626005.438,8.574,L1,Scattered_Light
1249653106.125,9.475,L1,Scattered_Light
1253535622.313,8.233,L1,Scattered_Light
1239207578.688,29.424,L1,Scattered_Light
1247692062.125,13.312,L1,Scattered_Light
1243853980.906,8.696,L1,Scattered_Light
1248377077.625,32.409,L1,Scattered_Light
1240926222.063,7.902,L1,Scattered_Light
1252959181.031,7.864,L1,Scattered_Light
1241800199.938,100.275,L1,Scattered_Light
1250437288.563,8.068,L1,Scattered_Light
1243337095.313,8.597,L1,Scattered_Light
1243629372.688,7.577,L1,Scattered_Light
1253831698.688,7.529,L1,Scattered_Light
1238505811.813,10.759,L1,Scattered_Light
1239156858.938,45.034,L1,Scattered_Light
1243442937.938,12.158,L1,Scattered_Light
1245490357.813,74.456,L1,Scattered_Light
1241685136.813,8.494,L1,Scattered_Light
1253400627.375,8.515,L1,Scattered_Light
1249732974.438,7.678,L1,Scattered_Light
1243778734.375,8.351,L1,Scattered_Light
1253402146.063,45.468,L1,Scattered_Light
1243438907.625,10.497,L1,Scattered_Light
1249061614.531,7.569,L1,Scattered_Light
1238501079.875,42.189,L1,Scattered_Light
1240754265.063,8.432,L1,Scattered_Light
1250277965.469,8.028,L1,Scattered_Light
1243458688.813,8.997,L1,Scattered_Light
1243261794.063,9.884,L1,Scattered_Light
1241470320.781,11.883,L1,Scattered_Light
1241771960.938,8.907,L1,Scattered_Light
1240432177.125,7.772,L1,Scattered_Light
1253401481.313,38.037,L1,Scattered_Light
1238762738.188,7.654,L1,Scattered_Light
1241809352.063,78.999,L1,Scattered_Light
1241791714.188,165.569,L1,Scattered_Light
1239595926.031,42.998,L1,Scattered_Light
1253141956.375,10.883,L1,Scattered_Light
1253088452.813,12.752,L1,Scattered_Light
1245068386.625,30.973,L1,Scattered_Light
1239770865.313,7.939,L1,Scattered_Light
1241816350.438,44.43,L1,Scattered_Light
1239984165.594,7.53,L1,Scattered_Light
1240844786.328,8.575,L1,Scattered_Light
1241800211.438,86.259,L1,Scattered_Light
1238514226.688,43.101,L1,Scattered_Light
1239158236.063,47.631,L1,Scattered_Light
1245077658.938,9.197,L1,Scattered_Light
1242314155.281,10.803,L1,Scattered_Light
1239157267.813,93.721,L1,Scattered_Light
1239173529.188,34.397,L1,Scattered_Light
1253088024.625,9.646,L1,Scattered_Light
1241804646.688,107.95,L1,Scattered_Light
1242314440.469,9.116,L1,Scattered_Light
1250879164.563,22.927,L1,Scattered_Light
1240929509.688,7.866,L1,Scattered_Light
1240667669.281,7.937,L1,Scattered_Light
1241477187.531,11.845,L1,Scattered_Light
1239739741.375,27.034,L1,Scattered_Light
1242736503.313,8.936,L1,Scattered_Light
1242742355.188,8.165,L1,Scattered_Light
1241808043.375,23.19,L1,Scattered_Light
1243444469.563,8.599,L1,Scattered_Light
1250452021.063,7.786,L1,Scattered_Light
1243014596.063,8.06,L1,Scattered_Light
1243611823.625,10.946,L1,Scattered_Light
1248327442.313,7.513,L1,Scattered_Light
1249674657.188,9.714,L1,Scattered_Light
1241794227.313,147.504,L1,Scattered_Light
1245025431.563,49.012,L1,Scattered_Light
1253426105.125,8.425,L1,Scattered_Light
1239563403.938,8.575,L1,Scattered_Light
1250517901.875,8.656,L1,Scattered_Light
1250540678.625,47.712,L1,Scattered_Light
1243453488.313,10.899,L1,Scattered_Light
1241467568.203,15.981,L1,Scattered_Light
1243620455.125,10.876,L1,Scattered_Light
1240161550.375,8.065,L1,Scattered_Light
1253085276.625,35.797,L1,Scattered_Light
1243605106.813,7.953,L1,Scattered_Light
1246920888.65,7.559,L1,Scratchy
1246922708.605,9.061,L1,Scratchy
1249221778.71,8.374,L1,Scratchy
1251233718.719,8.492,L1,Scratchy
1246921297.469,11.479,L1,Scratchy
1246830681.188,11.011,L1,Scratchy
1242311870.066,14.673,L1,Scratchy
1247872307.258,10.06,L1,Scratchy
1246923755.896,9.225,L1,Scratchy
1242310758.254,12.625,L1,Scratchy
1253224482.859,9.088,L1,Scratchy
1246921214.133,8.463,L1,Scratchy
1246922887.709,7.715,L1,Scratchy
1248991647.078,12.144,L1,Scratchy
1246923185.285,8.36,L1,Scratchy
1246921064.365,8.412,L1,Scratchy
1246921292.32,7.653,L1,Scratchy
1246923118.367,10.815,L1,Scratchy
1246921198.813,7.594,L1,Scratchy
1246922191.547,9.121,L1,Scratchy
1246920872.859,12.293,L1,Scratchy
1251234508.191,7.656,L1,Scratchy
1242627477.206,459.022,L1,Scratchy
1241477728.313,19.565,L1,Scratchy
1242311866.906,27.17,L1,Scratchy
1249844991.969,13.964,L1,Scratchy
1246922296.671,7.718,L1,Scratchy
1241684166.461,23.653,L1,Scratchy
1246921328.93,8.487,L1,Scratchy
1247871342.641,14.778,L1,Scratchy
1246921213.241,8.211,L1,Scratchy
1246921196.297,12.685,L1,Scratchy
1246921673.719,11.509,L1,Scratchy
1246921211.672,10.125,L1,Scratchy
1246921611.102,8.406,L1,Scratchy
1246923682.289,8.882,L1,Scratchy
1247871133.688,10.277,L1,Scratchy
1246921101.969,8.84,L1,Scratchy
1246936618.619,7.779,L1,Scratchy
1242309671.188,15.567,L1,Scratchy
1246920933.392,8.793,L1,Scratchy
1241473307.801,15.138,L1,Scratchy
1246920867.531,17.547,L1,Scratchy
1241468896.813,15.928,L1,Scratchy
1246920995.547,10.836,L1,Scratchy
1246920923.797,10.505,L1,Scratchy
1248770446.914,19.81,L1,Scratchy
1246921546.359,7.998,L1,Scratchy
1243860703.766,9.772,L1,Scratchy
1246921093.977,11.488,L1,Scratchy
1246922879.783,7.597,L1,Scratchy
1246936621.508,8.786,L1,Scratchy
1246921427.844,9.466,L1,Scratchy
1246921032.922,7.684,L1,Scratchy
1246920944.672,8.346,L1,Scratchy
1246921784.219,8.784,L1,Scratchy
1246921304.031,12.851,L1,Scratchy
1246921915.453,10.363,L1,Scratchy
1241683746.883,23.393,L1,Scratchy
1249844731.594,14.079,L1,Scratchy
1242312196.594,22.504,L1,Scratchy
1246920934.953,9.779,L1,Scratchy
1240771040.469,7.864,L1,Scratchy
1249840632.469,9.668,L1,Scratchy
1248378482.219,9.104,L1,Scratchy
1242309562.531,25.418,L1,Scratchy
1246923569.965,7.648,L1,Scratchy
1246921107.963,7.556,L1,Scratchy
1247768131.094,8.664,L1,Scratchy
1250703422.539,16.809,L1,Scratchy
1242309010.361,13.681,L1,Scratchy
1246920901.67,10.46,L1,Scratchy
1251232328.262,7.789,L1,Scratchy
1246921040.803,7.799,L1,Scratchy
1246921048.422,8.839,L1,Scratchy
1246922268.934,9.013,L1,Scratchy
1246921251.508,9.19,L1,Scratchy
1246920904.82,10.662,L1,Scratchy
1251233721.191,8.769,L1,Scratchy
1246922006.742,9.1,L1,Scratchy
1246922683.906,9.496,L1,Scratchy
1244193890.164,7.658,L1,Scratchy
1238423293.525,9.286,L1,Scratchy
1249770263.328,12.114,L1,Scratchy
1246921656.469,7.549,L1,Scratchy
1246921391.789,9.01,L1,Scratchy
1240513931.921,379.237,L1,Scratchy
1244667351.969,8.229,L1,Scratchy
1238445224.086,16.668,L1,Scratchy
1246922418.281,8.442,L1,Scratchy
1246920960.141,10.247,L1,Scratchy
1238719006.297,19.808,L1,Scratchy
1246921821.93,10.314,L1,Scratchy
1246921093.422,10.885,L1,Scratchy
1246922018.436,9.895,L1,Scratchy
1249771453.766,10.733,L1,Scratchy
1247691104.922,8.299,L1,Scratchy
1248378346.313,11.011,L1,Scratchy
1238677871.95,66.719,L1,Scratchy
1251233574.57,7.658,L1,Scratchy
1246920936.203,10.838,L1,Scratchy
1248235640.34,29.208,L1,Tomte
1246105546.098,12.551,L1,Tomte
1249010507.088,14.273,L1,Tomte
1253869992.855,15.101,L1,Tomte
1253599454.793,10.59,L1,Tomte
1247696056.863,9.349,L1,Tomte
1253661117.379,53.18,L1,Tomte
1253468470.848,29.785,L1,Tomte
1246533262.996,67.818,L1,Tomte
1253736389.777,12.473,L1,Tomte
1246497336.848,28.988,L1,Tomte
1243715533.012,26.423,L1,Tomte
1246334151.348,19.12,L1,Tomte
1243379928.432,51.796,L1,Tomte
1248055760.012,8.027,L1,Tomte
1240811766.512,7.945,L1,Tomte
1253432358.002,14.345,L1,Tomte
1244755152.754,8.718,L1,Tomte
1243109991.441,12.358,L1,Tomte
1241467014.457,22.968,L1,Tomte
1252370763.746,8.83,L1,Tomte
1244143622.559,15.519,L1,Tomte
1250218478.441,25.547,L1,Tomte
1249029387.98,16.222,L1,Tomte
1248259875.346,17.238,L1,Tomte
1241715917.191,15.817,L1,Tomte
1251500464.457,11.898,L1,Tomte
1252195420.824,17.008,L1,Tomte
1250122287.127,13.081,L1,Tomte
1247839587.598,48.418,L1,Tomte
1244372430.629,19.862,L1,Tomte
1241695230.318,10.614,L1,Tomte
1243461216.613,12.923,L1,Tomte
1240963821.832,13.321,L1,Tomte
1253064970.168,12.713,L1,Tomte
1250600264.736,18.609,L1,Tomte
1245333251.379,16.008,L1,Tomte
1253766032.021,10.01,L1,Tomte
1251104557.754,11.879,L1,Tomte
1250815156.207,13.01,L1,Tomte
1242433490.949,9.183,L1,Tomte
1249978277.34,17.032,L1,Tomte
1244128169.693,18.182,L1,Tomte
1244525601.67,10.703,L1,Tomte
1249443209.816,21.454,L1,Tomte
1242705208.816,24.555,L1,Tomte
1251378150.301,11.357,L1,Tomte
1249119905.695,10.059,L1,Tomte
1252991389.473,17.361,L1,Tomte
1245466373.613,13.317,L1,Tomte
1242914679.621,19.763,L1,Tomte
1250625489.871,12.256,L1,Tomte
1253602493.012,22.099,L1,Tomte
1253312644.863,13.246,L1,Tomte
1250889806.426,16.28,L1,Tomte
1249917438.059,20.097,L1,Tomte
1248698999.637,11.896,L1,Tomte
1248492087.23,42.724,L1,Tomte
1245863954.809,10.553,L1,Tomte
1245468671.293,15.395,L1,Tomte
1252606870.379,14.297,L1,Tomte
1248820844.285,8.5,L1,Tomte
1252146732.34,7.864,L1,Tomte
1243222400.145,30.904,L1,Tomte
1244619056.402,12.072,L1,Tomte
1251696937.426,11.57,L1,Tomte
1241689259.637,10.134,L1,Tomte
1246567927.293,9.979,L1,Tomte
1242340264.223,8.101,L1,Tomte
1241952766.623,16.811,L1,Tomte
1248500884.301,14.388,L1,Tomte
1252206771.84,26.659,L1,Tomte
1252117862.338,12.074,L1,Tomte
1252226162.863,18.404,L1,Tomte
1250836005.807,11.696,L1,Tomte
1250908332.535,12.353,L1,Tomte
1251144252.574,18.528,L1,Tomte
1249061962.574,16.304,L1,Tomte
1250685213.098,8.972,L1,Tomte
1244009685.707,63.369,L1,Tomte
1251276948.061,12.001,L1,Tomte
1241563539.246,19.965,L1,Tomte
1240211175.762,11.906,L1,Tomte
1242029607.98,10.196,L1,Tomte
1241801802.482,23.672,L1,Tomte
1242474365.59,8.705,L1,Tomte
1249102676.129,8.673,L1,Tomte
1251182391.34,32.698,L1,Tomte
1251935536.496,11.893,L1,Tomte
1248166038.184,7.693,L1,Tomte
1251427064.379,15.811,L1,Tomte
1251203291.127,11.996,L1,Tomte
1251089277.068,18.346,L1,Tomte
1250946793.043,34.459,L1,Tomte
1250883050.965,67.615,L1,Tomte
1252954790.965,11.921,L1,Tomte
1249832668.16,41.801,L1,Tomte
1245359750.9,14.657,L1,Tomte
1244847265.105,25.854,L1,Tomte
1250899709.385,11.4,L1,Tomte
1245069595.678,18.081,L1,Tomte
1253551897.387,7.802,L1,Violin_Mode
1243606297.923,9.904,L1,Violin_Mode
1252211149.711,7.622,L1,Violin_Mode
1250440220.581,9.57,L1,Violin_Mode
1253616572.228,12.844,L1,Violin_Mode
1252114148.57,9.431,L1,Violin_Mode
1250409587.412,14.995,L1,Violin_Mode
1247825651.372,22.785,L1,Violin_Mode
1252242889.166,18.349,L1,Violin_Mode
1253829537.016,9.8,L1,Violin_Mode
1248976883.875,28.44,L1,Violin_Mode
1243187089.64,19.467,L1,Violin_Mode
1248770439.642,8.368,L1,Violin_Mode
1249845003.959,23.66,L1,Violin_Mode
1250002436.231,16.051,L1,Violin_Mode
1250930771.276,16.196,L1,Violin_Mode
1249673103.218,19.641,L1,Violin_Mode
1243609418.241,14.142,L1,Violin_Mode
1248690706.881,8.401,L1,Violin_Mode
1250948007.833,10.422,L1,Violin_Mode
1250709689.395,10.221,L1,Violin_Mode
1248979551.103,12.756,L1,Violin_Mode
1247953033.604,8.967,L1,Violin_Mode
1249062362.406,14.79,L1,Violin_Mode
1243784810.125,15.667,L1,Violin_Mode
1243351909.338,7.548,L1,Violin_Mode
1248975834.966,10.591,L1,Violin_Mode
1249601119.109,13.259,L1,Violin_Mode
1241358655.164,7.687,L1,Violin_Mode
1240253588.829,12.809,L1,Violin_Mode
1250413432.539,8.956,L1,Violin_Mode
1249966406.7,10.681,L1,Violin_Mode
1248809488.181,9.413,L1,Violin_Mode
1249024385.544,15.892,L1,Violin_Mode
1246931571.076,14.551,L1,Violin_Mode
1250608224.148,10.712,L1,Violin_Mode
1249660533.658,10.108,L1,Violin_Mode
1250521896.538,33.828,L1,Violin_Mode
1249997414.03,9.626,L1,Violin_Mode
1242700251.71,8.804,L1,Violin_Mode
1249284267.507,12.553,L1,Violin_Mode
1250444868.716,22.054,L1,Violin_Mode
1247543620.805,7.508,L1,Violin_Mode
1251899882.125,15.581,L1,Violin_Mode
1241147177.543,9.738,L1,Violin_Mode
1240663211.66,11.61,L1,Violin_Mode
1246608441.999,10513.286,L1,Violin_Mode
1249429009.177,9.279,L1,Violin_Mode
1243690511.752,13.537,L1,Violin_Mode
1244987104.933,9.769,L1,Violin_Mode
1243613600.653,21.187,L1,Violin_Mode
1253616574.456,9.885,L1,Violin_Mode
1249845197.97,39.022,L1,Violin_Mode
1246878652.125,10.616,L1,Violin_Mode
1249966589.242,12.4,L1,Violin_Mode
1252783346.592,7.943,L1,Violin_Mode
1249198114.073,10.231,L1,Violin_Mode
1249495485.309,12.893,L1,Violin_Mode
1243262522.225,10.134,L1,Violin_Mode
1243690508.918,12.215,L1,Violin_Mode
1248763531.263,26.051,L1,Violin_Mode
1243612878.379,7.908,L1,Violin_Mode
1250471014.683,8.722,L1,Violin_Mode
1248845363.606,24.622,L1,Violin_Mode
1247877731.586,9.678,L1,Violin_Mode
1249622022.997,12.174,L1,Violin_Mode
1253459035.768,11.458,L1,Violin_Mode
1243660910.016,10.875,L1,Violin_Mode
1253606208.215,128.434,L1,Violin_Mode
1249529082.74,28.481,L1,Violin_Mode
1248713525.538,35.608,L1,Violin_Mode
1245203212.803,15.752,L1,Violin_Mode
1253423739.718,10.179,L1,Violin_Mode
1247609158.354,10.644,L1,Violin_Mode
1243259955.773,9.704,L1,Violin_Mode
1247872061.352,12.379,L1,Violin_Mode
1249241576.456,11.058,L1,Violin_Mode
1249685394.665,13.738,L1,Violin_Mode
1249497972.262,7.914,L1,Violin_Mode
1251330854.125,59.101,L1,Violin_Mode
1247686060.063,9.674,L1,Violin_Mode
1249915524.485,18.785,L1,Violin_Mode
1252740695.109,18.112,L1,Violin_Mode
1249362714.125,13.471,L1,Violin_Mode
1249068521.188,15.945,L1,Violin_Mode
1248759569.836,9.691,L1,Violin_Mode
1248026796.231,24.159,L1,Violin_Mode
1240338513.1,16.294,L1,Violin_Mode
1242412250.506,9.683,L1,Violin_Mode
1247560267.909,16.931,L1,Violin_Mode
1247907701.412,13.888,L1,Violin_Mode
1252664219.246,14.881,L1,Violin_Mode
1251172675.678,27.095,L1,Violin_Mode
1249356966.998,8.807,L1,Violin_Mode
1249611387.403,8.366,L1,Violin_Mode
1250266333.162,9.289,L1,Violin_Mode
1250221435.965,17.257,L1,Violin_Mode
1249522316.004,10.585,L1,Violin_Mode
1250442098.714,13.404,L1,Violin_Mode
1245803535.256,16.578,L1,Violin_Mode
1242770162.125,8.311,L1,Violin_Mode
1253459028.455,28.854,L1,Wandering_Line
1253547937.488,12.996,L1,Wandering_Line
1253459028.949,46.654,L1,Wandering_Line
1253901600.285,55.119,L1,Wandering_Line
1253459031.832,13.793,L1,Wandering_Line
1240945174.113,14.173,L1,Wandering_Line
1253562949.596,46.659,L1,Wandering_Line
1253901602.23,53.631,L1,Wandering_Line
1253901601.605,19.938,L1,Wandering_Line
1248746428.027,28.213,L1,Whistle
1250727756.211,12.121,L1,Whistle
1249324623.754,23.818,L1,Whistle
1249353203.074,11.504,L1,Whistle
1239025005.518,21.22,L1,Whistle
1250830947.477,26.301,L1,Whistle
1253423740.337,43.327,L1,Whistle
1250559611.468,11.165,L1,Whistle
1247964259.513,18.796,L1,Whistle
1248941473.096,21.678,L1,Whistle
1247563038.21,26.869,L1,Whistle
1248474706.167,16.023,L1,Whistle
1249656215.167,38.696,L1,Whistle
1242134391.732,14.659,L1,Whistle
1246886183.178,18.312,L1,Whistle
1247911418.763,10.681,L1,Whistle
1253901599.692,31.475,L1,Whistle
1247971791.046,27.397,L1,Whistle
1249014564.211,12.395,L1,Whistle
1249592507.121,11.016,L1,Whistle
1248665260.039,29.235,L1,Whistle
1246931363.584,29.795,L1,Whistle
1246159254.488,16.452,L1,Whistle
1251484835.661,27.042,L1,Whistle
1252232540.7,20.601,L1,Whistle
1249395835.882,16.618,L1,Whistle
1253693693.365,11.49,L1,Whistle
1251171754.367,34.859,L1,Whistle
1248799463.761,60.712,L1,Whistle
1249447289.156,25.435,L1,Whistle
1250761825.193,30.75,L1,Whistle
1250397550.105,29.252,L1,Whistle
1247975657.485,24.195,L1,Whistle
1248005752.887,26.317,L1,Whistle
1248860326.979,45.243,L1,Whistle
1249548486.062,19.935,L1,Whistle
1249537059.133,11.646,L1,Whistle
1253527009.647,16.383,L1,Whistle
1249233656.603,34.68,L1,Whistle
1248745276.551,43.96,L1,Whistle
1248821222.795,31.152,L1,Whistle
1251303900.658,10.286,L1,Whistle
1249609683.503,21.167,L1,Whistle
1249340913.127,11.558,L1,Whistle
1247685034.281,30.092,L1,Whistle
1249192241.555,27.147,L1,Whistle
1248855939.029,38.37,L1,Whistle
1251138485.639,8.372,L1,Whistle
1247851540.985,32.117,L1,Whistle
1249014530.369,28.017,L1,Whistle
1249184405.624,36.719,L1,Whistle
1245781265.907,24.809,L1,Whistle
1246680109.983,10.189,L1,Whistle
1250883439.027,9.258,L1,Whistle
1249355254.945,10.98,L1,Whistle
1247541869.082,31.378,L1,Whistle
1245215685.803,26.93,L1,Whistle
1249604630.772,36.878,L1,Whistle
1248386591.1,23.376,L1,Whistle
1250716128.634,32.845,L1,Whistle
1250399075.071,12.545,L1,Whistle
1250188347.489,22.071,L1,Whistle
1248859581.93,16.265,L1,Whistle
1250844521.243,39.605,L1,Whistle
1249010339.976,21.146,L1,Whistle
1248799497.431,68.803,L1,Whistle
1250554578.962,27.308,L1,Whistle
1249597644.647,24.957,L1,Whistle
1249697958.604,36.889,L1,Whistle
1243759379.141,13.037,L1,Whistle
1250556965.452,27.184,L1,Whistle
1245551747.775,8.761,L1,Whistle
1250720576.832,14.074,L1,Whistle
1253430336.112,11.085,L1,Whistle
1244693804.771,25.819,L1,Whistle
1250381185.362,12.495,L1,Whistle
1253547938.637,76.524,L1,Whistle
1249490132.872,14.182,L1,Whistle
1248690745.818,23.121,L1,Whistle
1247972176.828,35.372,L1,Whistle
1245454968.58,32.927,L1,Whistle
1252454173.694,13.911,L1,Whistle
1248745780.825,28.766,L1,Whistle
1252454173.493,24.515,L1,Whistle
1253426470.382,92.422,L1,Whistle
1241492223.166,8.154,L1,Whistle
1248375871.661,15.975,L1,Whistle
1245038300.288,11.318,L1,Whistle
1249003603.264,27.174,L1,Whistle
1244442221.761,22.504,L1,Whistle
1246927754.557,20.116,L1,Whistle
1249559553.402,10.485,L1,Whistle
1251143088.123,26.387,L1,Whistle
1250284175.389,24.719,L1,Whistle
1253616574.046,37.126,L1,Whistle
1249786386.324,10.757,L1,Whistle
1248799469.21,58.932,L1,Whistle
1253423738.46,15.278,L1,Whistle
1250085842.492,11.233,L1,Whistle
1249512512.484,21.769,L1,Whistle
1250530939.427,10.56,L1,Whistle
